restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude,url,image_url
My Western influence,"Belgian,Moroccan,Mediterranean","Jalan Argyll 161 A, George Town, Penang Island 10050 Malaysia",1,5,5,5.4215571,100.3304171,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12276455-Reviews-My_Western_influence-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/e2/ac/be/restaurant-marocain-dans.jpg
The Lengkuas Cafe,"Chinese,Indian,Cafe","161-A Argyll Road, George Town, Penang Island 10050 Malaysia",2,4.5,7,5.4215571,100.3304171,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d14386743-Reviews-The_Lengkuas_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/f0/a4/50/nasi-kacang-daging-hitam.jpg
A.Maze,"Asian,Fusion,European","2-G-5, Bangunan Lip Sin, Lebuh Pekaka 1, Penang Island 11700 Malaysia",,5,3,5.3488804,100.2956636,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15290256-Reviews-A_Maze-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/47/fc/b0/img-20181021-wa0026-largejpg.jpg
Rising Ramen Tori,Japanese,"9-1-01 Moulmein Rise Shoppes, Pulau Tikus, Penang Island 10350 Malaysia",1,4,6,5.4296215,100.3123807,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d13322495-Reviews-Rising_Ramen_Tori-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/83/20/67/rising-ramen-tori.jpg
Zheng Xian Ge Restaurant,"Chinese,Seafood,Asian","A-3-1 & A-3-2, Vantage Desiran Tanjung Jalan Desiran Tanjung,, Tanjung Tokong, Penang Island 10470 Malaysia",3,4.5,4,5.4558393,100.3076699,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d12876513-Reviews-Zheng_Xian_Ge_Restaurant-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/37/3b/07/once-a-year-shanghai.jpg
Hanakoya Flower Cafe Penang,"Italian,Chinese,Southwestern","Lebuh Muntri No 83, George Town, Penang Island 10200 Malaysia",1,4.5,6,5.420122,100.3350409,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d21502492-Reviews-Hanakoya_Flower_Cafe_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1c/5f/ca/c3/hanakoya-flower-cafe.jpg
Sun Yoon Kee Restaurant,"Chinese,Asian,Cantonese","35 Cintra Street, George Town, Penang Island 10100 Malaysia",2,4,17,5.418447,100.333895,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5414928-Reviews-Sun_Yoon_Kee_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/9e/d1/19/fb-img-1471765755393.jpg
Javana Lounge,"Asian,Dining bars","PARKROYAL Penang Resort, Batu Ferringhi, Penang Island 11100 Malaysia",1,4.5,3,5.4722851,100.2461974,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d19333859-Reviews-Javana_Lounge-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/dd/a2/8d/javana-lounge-our-breezy.jpg
Cube Coffee Tan Jetty,"International,European,Asian","Pengkalan Weld, George Town, Penang Island 10300 Malaysia",2,5,4,5.4136483,100.3407601,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15758084-Reviews-Cube_Coffee_Tan_Jetty-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/17/28/a1/dd/exterior.jpg
Sin Hup Aun Cafe,,,2,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8405426-Reviews-Sin_Hup_Aun_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/36/be/18/sin-hup-aun-cafe.jpg
Tori Deli,"Southwestern,Cafe,Asian","12, Lebuh Pantai, George Town, Penang Island 10300 Malaysia",2,5,3,5.4177627,100.3424659,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d19647296-Reviews-Tori_Deli-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/fe/6c/23/food.jpg
Imperial Court Restaurant,"Chinese,Cantonese,Taiwanese","1 Jalan Penang Level 6, The Top, Komtar, George Town, Penang Island 10000 Malaysia",2,3.5,20,5.413951,100.3303671,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d10751332-Reviews-Imperial_Court_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/5a/f0/4a/photo6jpg.jpg
Revolving Restaurant,,"Lebuh Farquhar Chinatown, George Town, Penang Island Malaysia",2,3.5,55,5.4219006,100.336692,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1159838-Reviews-Revolving_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/03/8d/42/07/seaview.jpg
Tuai Pui Curry Mee,"Asian,Malaysian,Chinese","23 Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",,3.5,13,5.4154302,100.3341557,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d11999756-Reviews-Tuai_Pui_Curry_Mee-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/1f/14/18/tau-pui-curry-mee.jpg
Urban Green Cabin,"Italian,Cafe,Mediterranean","156, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,4,5,5.4133356,100.3389352,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d17477514-Reviews-Urban_Green_Cabin-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/3a/cd/62/cafe-front-view.jpg
Chinese Dumpling,"Chilean,South American,Chinese","80-h, Jalan Mount Erskine, Kampung Raya Baharu, Tanjung Tokong, Penang Island 10470 Malaysia",,5,3,5.4482658,100.3021335,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d20796675-Reviews-Chinese_Dumpling-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1b/56/49/00/i-very-suggest-about.jpg
Face To Face Noodles House Bayan Lepas,"Chinese,Asian,Malaysian","The One 5 Tingkat Mahsuri, Bayan Lepas, Penang Island 11950 Malaysia",1,4,12,5.327826,100.2847419,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d6405793-Reviews-Face_To_Face_Noodles_House_Bayan_Lepas-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/d3/2c/df/dumplings.jpg
Yum Cha Tea Parlour Georgetown,"Steakhouse,Asian,Taiwanese,Chinese","84, Lebuh Gereja, George Town, Penang Island 10200 Malaysia",,5,4,5.4189914,100.3398541,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d20080506-Reviews-Yum_Cha_Tea_Parlour_Georgetown-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1c/2d/95/98/photo1jpg.jpg
Sukhothai Beef Noodles House,"Thai,Asian","Gurney Paragon Mall Gurney Drive,, Penang Island 10250 Malaysia",,4.5,6,5.4357359,100.311185,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5432183-Reviews-Sukhothai_Beef_Noodles_House-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/b4/05/af/img-20160822-193514-largejpg.jpg
Bread History,,"7F, Ground Floor, Jalan Gottlieb, Pulau Pinang, Penang Island 10350 Malaysia",1,4.5,4,5.431995,100.3013731,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15139788-Reviews-Bread_History-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/66/e8/21/tutti-fruity.jpg
Durian Cap Kaki,Healthy,"Jalan Paya Terubong/220 Relau Bayan Lepas, Penang Island 11900 Malaysia",2,5,4,5.3300774,100.277075,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10733641-Reviews-Durian_Cap_Kaki-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/95/21/7f/durian-kaki-great-place.jpg
Lameizi Restaurant Sdn. Bhd,Chinese,"Lameizi Restaurant Sdn. Bhd Lameizi Restaurant Sdn. Bhd 5 Jalan Nagore, Penang Island 10050 Malaysia",2,4,9,5.4216966,100.3265113,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d9712517-Reviews-Lameizi_Restaurant_Sdn_Bhd-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/9f/d5/13/lameizi-steamboat-overview.jpg
Burger Ayam Goreng NJoy,"Fast food,Asian,Street Food","6, Lorong Kekabu 2, Taman Desa Wangsa Permatang Damar Laut, Bayan Lepas, Penang Island 11960 Malaysia",1,5,4,5.2770402,100.2708463,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d11946862-Reviews-Burger_Ayam_Goreng_NJoy-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/79/ae/fc/black-bun-charcoal-chicken.jpg
Lazeez Restaurant,"Middle Eastern,Indian","6 Jalan Batu Ferringhi Opposite Al Rehman Mosque, George Town, Penang Island 11100 Malaysia",,4.5,7,5.468853,100.2772893,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7389769-Reviews-Lazeez_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/2e/40/64/getlstd-property-photo.jpg
Chillz Cafe Ambience Yoga,"Chinese,Asian,Fusion","A-3-10, Vantage Desiran Tanjung, Penang Island 10470 Malaysia",2,5,3,5.4558393,100.3076699,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15583442-Reviews-Chillz_Cafe_Ambience_Yoga-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1a/c9/1e/3a/luscious-home-made-burgers.jpg
Kuta Bali Cafe,International,"19, Lintang Paya Terubong 1 Bandar Baru Air Itam, Penang Island 11060 Malaysia",1,4,8,5.3914387,100.2764444,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3257197-Reviews-Kuta_Bali_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/17/58/a0/38/kuta-bali-cafe-penang.jpg
Kazumasa Japanese Cuisine Sdn. Bhd.,"Sushi,Dining bars,Japanese Fusion","Fettes 10, 50C-1 Jalan Fettes, 11200 Tanjung Bungah, Pulau Pinang, Penang Island 11200 Malaysia",3,5,7,5.45165,100.305155,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d19502978-Reviews-Kazumasa_Japanese_Cuisine_Sdn_Bhd-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/58/3a/01/one-of-the-best-omakase.jpg
The Brgr,American,"85, Jalan Nagor, George Town, Penang Island 10050 Malaysia",2,5,5,5.4206878,100.3258892,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d23327356-Reviews-The_Brgr-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/e2/21/cd/cuisine.jpg
Pakeeza Safa Marwah,"Barbecue,Asian,Arabic","Jalan Batu Feringghi, Batu Ferringhi, Penang Island 11100 Malaysia",1,3.5,18,5.477061,100.2533085,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d12415797-Reviews-Pakeeza_Safa_Marwah-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/ed/66/55/pakeeza-safa-marwah.jpg
Hussain mee goreng,Asian,"Jalan Jelutong, George Town, Penang Island Malaysia",,4.5,4,5.3963418,100.3182566,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15238741-Reviews-Hussain_mee_goreng-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/61/c3/53/simple-delicious.jpg
Bibi's Fashion & Cafe,Cafe,"87-D Jalan Kelawai, George Town, Penang Island 10250 Malaysia",2,3.5,19,5.4338397,100.311586,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8561088-Reviews-Bibi_s_Fashion_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/8c/fc/4f/caption.jpg
Norm Micro Roastery,"Asian,Fusion,Malaysian","13, Gat Lebuh Gereja, George Town, Penang Island 10300 Malaysia",2,4.5,17,5.4167269,100.3425933,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d19330379-Reviews-Norm_Micro_Roastery-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/d9/7b/32/20200210-114804-largejpg.jpg
Shallots,"Chinese,Thai","B-G-10 Jalan Desiran Tanjung Vantage, Tanjung Tokong, Penang Island 10470 Malaysia",3,4,5,5.4564624,100.3077844,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d15528779-Reviews-Shallots-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/84/ad/f0/thai-style-lemon-garlic.jpg
Dave's Deli,,"Persiaran Bavan Indah Lot L8051 queensbay mall, Banyan Lepas, Penang Island 11900 Malaysia",2,4,15,5.3331774,100.3066084,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8354168-Reviews-Dave_s_Deli-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/82/9e/41/photo0jpg.jpg
De' Secret Kitchen,Asian,"163, Macalister Road, George Town, Penang Island 10450 Malaysia",,5,3,5.4186875,100.3184143,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d17760654-Reviews-De_Secret_Kitchen-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/77/6d/17/img-20201227-191341-largejpg.jpg
Punjabi Chapati House,"Indian,Asian","12, Lorong Mahsuri 10, Bayan Baru,, Penang Island 11950 Malaysia",1,5,3,5.3271813,100.2884855,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d18980248-Reviews-Punjabi_Chapati_House-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/19/a0/9c/f1/our-logo.jpg
Chee Meng Cafe,Chinese,"100 Argyll Road, Penang Island 10050 Malaysia",1,5,3,5.4210327,100.3316011,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d17518217-Reviews-Chee_Meng_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/29/bc/07/img-20181128-234933-247.jpg
BumbleDees Cafe USM,,"Jalan Pemimpin Universiti Sains Malaysia, Penang Island 11800 Malaysia",2,4,10,5.3623853,100.307999,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5432092-Reviews-BumbleDees_Cafe_USM-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/da/be/05/enak-sekali-kambing-bakar.jpg
What The Duck Restaurant,"French,Asian,Fusion","No.108 Jalan Tun Dr Awang Lot No : L1-15 & 16, Level 1, Setia Spice Canopy, Bayan Lepas, Penang Island 11900 Malaysia",2,4,8,5.3286366,100.2807998,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d14922469-Reviews-What_The_Duck_Restaurant-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/dc/84/8e/img-20181222-wa0032-1.jpg
Rustic Restaurant,Fusion,"Vantage Point B -G-1 Jalan Tanjung Tokong, George Town, Penang Island 10470 Malaysia",2,4,18,5.4443157,100.3057781,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7682790-Reviews-Rustic_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/cc/40/c0/rustic-restaurant.jpg
Yeh Lin Seafood Steamboat,Seafood,"Jalan Air Putih, George Town, Penang Island 11000 Malaysia",,5,4,5.4054533,100.2865515,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6637101-Reviews-Yeh_Lin_Seafood_Steamboat-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/4c/89/22/20190713-172325-largejpg.jpg
Tan Jetty Thai Food Restaurant,"Asian,Thai,Vegetarian Friendly","Tan Jetty Thai Food Restaurant 97a Weld Quay Tan Jetty, Penang Island 10300 Malaysia",2,3.5,19,5.4113306,100.3391962,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10445785-Reviews-Tan_Jetty_Thai_Food_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/9d/2c/07/cockles.jpg
Ca Cart Cafe,"Chinese,Cafe,Asian","143 Lebuh Pantai, Penang Island 10300 Malaysia",1,4,8,5.4149424,100.3389854,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14005063-Reviews-Ca_Cart_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/12/aa/40/0a/getlstd-property-photo.jpg
Miga Korean BBQ,"Korean,Asian","12G Persiaran Bayan Indah, Bayan Lepas, Penang Island 11900 Malaysia",,4.5,5,5.3359549,100.3073429,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d13085458-Reviews-Miga_Korean_BBQ-Bayan_Lepas_Penang_Island_Penang.html,https://www.generationsforpeace.org/wp-content/uploads/2018/03/empty.jpg
Little Boutique Cafe,"Italian,Cafe","139, Jalan Masjid Kapitan Keling, George Town, Penang Island 10300 Malaysia",1,5,3,5.4156946,100.3372767,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d19345707-Reviews-Little_Boutique_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1a/05/a4/df/little-boutique-cafe.jpg
Beach Comber,,,1,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d13424675-Reviews-Beach_Comber-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/12/2a/81/c8/photo0jpg.jpg
Li Er Nyonya Cafe,"Asian,Malaysian","349, Jalan Burma, George Town, Penang Island 10350 Malaysia",2,4.5,4,5.4309052,100.3121559,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d15686215-Reviews-Li_Er_Nyonya_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/b4/40/f8/li-er-nyonya-cafe.jpg
Wells Cafe,"Asian,Malaysian","No.79, Jalan Nagor, George Town, Penang Island 10050 Malaysia",2,4.5,4,5.4207464,100.3259988,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d14152946-Reviews-Wells_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/14/f7/75/67/photo5jpg.jpg
Uncle Tetsu Plaza Gurney,Cafe,"Gurney Dr, George Town, Penang Island 10350 Malaysia",2,4,12,5.4344703,100.3148649,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d9702354-Reviews-Uncle_Tetsu_Plaza_Gurney-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/21/d8/c4/20160124-192147-largejpg.jpg
Sushi-B'rito,"Japanese,Cafe,Fusion","No.108B-01-12 Jalan Tun Dr Awang, Bayan Lepas, Penang Island 11900 Malaysia",2,4,8,5.3320862,100.2920005,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d11595240-Reviews-Sushi_B_rito-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/13/38/dc/72/photo0jpg.jpg
Rabbit X HoldUp,"Japanese,Australian","73, Jalan Kuala Kangsar, Penang Island 10200 Malaysia",2,4.5,4,5.4166532,100.3318203,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15121604-Reviews-Rabbit_X_HoldUp-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1a/29/7f/93/honey-and-fig-softserve.jpg
Chuan Yee Charcoal Steamboat,"Asian,Malaysian,Seafood","5 Jalan Kek Chuan, George Town, Penang Island 10400 Malaysia",,4.5,4,5.4151278,100.3246785,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13978360-Reviews-Chuan_Yee_Charcoal_Steamboat-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/3c/92/c5/chuan-yee-charcoal-steamboat.jpg
Kopitan Classic Penang Delight,"Asian,Malaysian","Lebuh Pantai Logan Heritage 4A/B, George Town, Penang Island 10200 Malaysia",2,3.5,38,5.4181689,100.3430275,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d3205414-Reviews-Kopitan_Classic_Penang_Delight-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/1f/1e/3f/photo0jpg.jpg
Paper Lobster,Seafood,"66G, Olive Tree Commercial Lots Persiaran Mahsuri 2, Bayan Lepas, Penang, Penang Island 11950 Malaysia",2,4,13,5.326557,100.279462,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d10719022-Reviews-Paper_Lobster-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/03/e9/4d/make-tonight-special.jpg
Jio Ba,"Malaysian,Asian","65 Jalan Gurdwara, George Town, Penang Island 10300 Malaysia",,4.5,5,5.4118394,100.3281042,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d11962784-Reviews-Jio_Ba-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/13/d6/82/00/photo3jpg.jpg
Zheng He,"Chinese,Asian,Nonya/Malaysian","203 Hutton Lane, George Town, Penang Island Malaysia",2,4,13,5.4208258,100.3291451,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7369345-Reviews-Zheng_He-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/07/b4/c0/1b/zheng-he.jpg
Sin Lean Heang Restaurant,"Asian,Chinese","360-G-7, Gat Lebuh Macallum, George Town, Penang Island 10300 Malaysia",,3.5,9,5.4067658,100.3337479,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5859202-Reviews-Sin_Lean_Heang_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/53/da/f8/20171019-125134-largejpg.jpg
Hong Kong 8am,"Chinese,Fast food,Asian","93 Lorong Macalister Georgetown, Penang Island 10400 Malaysia",1,4,6,5.4166898,100.3285097,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d15131046-Reviews-Hong_Kong_8am-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/aa/e3/a3/img-20200801-101806-largejpg.jpg
Hong Kee Bamboo Noodle,Chinese,"37, Lebuh Campbell, George Town, Penang Island 10200 Malaysia",1,4,6,5.417202,100.3351498,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d14108537-Reviews-Hong_Kee_Bamboo_Noodle-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/8c/44/b1/wan-thun-mee.jpg
Little Cottage Cafe,Italian,"96-A Jalan Burmah, George Town, Penang Island 10050 Malaysia",,4,12,5.4191647,100.3273794,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d4107660-Reviews-Little_Cottage_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-w/1a/16/c3/3f/photo0jpg.jpg
CMR Restaurant,Chinese,"70-1-12 D'Piazza Mall, Jalan Mahsuri 70-01-12a & 14 D'Piazza Mall, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",,3.5,11,5.3265257,100.2833421,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d14203901-Reviews-CMR_Restaurant-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1c/83/86/dc/photo5jpg.jpg
Xiang Yun Vegetarian House,,"17-G-31, Medan Kampung Relau MK 12, Bayan Point, Bayan Lepas, Penang, Bayan Lepas, Penang Island 11900 Malaysia",2,4.5,5,5.3333795,100.2940847,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d13007253-Reviews-Xiang_Yun_Vegetarian_House-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/17/8f/62/87/mushroom-bean-curd-beehoon.jpg
Te Amor Bakery & Confectionery,,,2,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d16846673-Reviews-Te_Amor_Bakery_Confectionery-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/e3/c1/c6/assorted-mini-buns.jpg
Amma Aroma Villas Cuisine,"Asian,Malaysian,Indian","65, Ground Floor, Pusat Komersial Persiaran Mutiara 7, Bandar Tasek Mutiara, Simpang Ampat, Penang Island 14120 Malaysia",,5,3,5.2796131,100.492321,https://www.tripadvisor.com.my/Restaurant_Review-g7890850-d23889555-Reviews-Amma_Aroma_Villas_Cuisine-Simpang_Ampat_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/22/0f/b1/12/amma-aroma-villas-cuisine.jpg
Purple Stone Vegetarian Food Centre,,"608-B Jalan Paya Terubong, Air Itam, Penang Island 11500 Malaysia",1,4,6,5.400563,100.278193,https://www.tripadvisor.com.my/Restaurant_Review-g4327677-d10764312-Reviews-Purple_Stone_Vegetarian_Food_Centre-Air_Itam_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1b/1c/68/cc/5rm.jpg
Hoshino Coffee,"Japanese,Cafe","Gurney Dr. Gurney Plaza, Georgetown, Penang Island 10250 Malaysia",2,3.5,25,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d14889604-Reviews-Hoshino_Coffee-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/20/b9/58/photo4jpg.jpg
Umi,"Asian,Malaysian","Block 2B, Level 5, Unit R10 & R11, Jalan Penang, The TOP Komtar Penang, Malaysia, George Town, Penang Island 10000 Malaysia",1,4,4,5.413951,100.3303671,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12857292-Reviews-Umi-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/06/68/6d/img-20180219-202010-largejpg.jpg
Back Home,,"Back Home Back Home 7 Back Home 2Q Lorong Delima, Penang Island 11700 Malaysia",2,4.5,6,5.3820304,100.3046802,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8323659-Reviews-Back_Home-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/3d/51/35/cozy.jpg
LK Western Cafe,,,2,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d8020870-Reviews-LK_Western_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/39/b2/53/quite-comfortabe.jpg
CIAO Cafe.bar,,,2,,0,,,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d11914858-Reviews-CIAO_Cafe_bar-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/4e/a3/65/croissant-egg-mayo.jpg
BMS Organics,,"No.9, Jalan Moulmein, Moulmein Rise, Pulau Tikus, Penang Island 10350 Malaysia",2,4,7,5.4294538,100.312365,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d13317572-Reviews-BMS_Organics-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/9d/e7/86/hakka-lei-cha-with-multi.jpg
