restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude
Old Town White Coffee,"Cafe,Street Food,Chinese","100 Persiaran Bayan Indah Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,4,2,5.3331774,100.3066084
Hollywood Restaurant,"Chinese,Seafood,Asian","543 Jalan Tanjung Bungah, George Town, Penang Island 11200 Malaysia",2,3,30,5.4657624,100.2852652
BLOK5 Food.Drink,"Italian,European,Asian","Blok5 Flat Jalan Tengah Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,4,2,5.3174355,100.2874035
Huey&Wah Snack Bar,,"139 Lebuh Carnarvon Armenian Street Heritage Hotel, George Town, Penang Island 10200 Malaysia",1,4.5,2,5.4155149,100.3354894
Golden Bowl,"American,Asian","9 Medan Penaga Jelutong, George Town, Penang Island 11600 Malaysia",1,4,2,5.3894377,100.3076296
Baskin-Robbins,,,1,,0,,
MingYuan Seafood Steamboat,"Malaysian,Asian","2-1-01 Jalan Tingkat Mahsuri 1-Square, Bayan Lepas, Penang Island 11950 Malaysia",,4,4,5.329369,100.2841027
Nagomi_Penang,Japanese,"Block 2-01-02, Udini Square, Lebuh Tunku Kudin 3, George Town, Penang Island 11700 Malaysia",,4,1,5.3782376,100.3142186
Berlin's Bier Houz,German,"G-1-1, Bay Avenue Lorong Bayan Indah 1, Penang Island 11900 Malaysia",,3.5,3,5.3366259,100.3073128
Pentagon 5,"International,Italian","Seri Tanjung Pinang, Tanjung Tokong, Penang Island 10470 Malaysia",,4,2,5.454686,100.3129628
Sae Ma Eul BBQ,"Korean,Asian","29D-3-8, Automall, Maritime Piazza, Penang Island Malaysia",,3.5,4,5.3979304,100.3292783
The Kazan by The Volcano,"Japanese,Cafe,Fusion","56, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,5,2,5.411687,100.336304
Peppermint Nagore Square,"Healthy,Hawaiian,Japanese Fusion,Fusion","87, Jalan Nagorr Nagore Square, George Town, Penang Island 10050 Malaysia",,5,1,5.4212472,100.3261826
Mr. Nyonya,"European,Asian,Street Food","121, Lebuh Campbell, Lebuh McNair, George Town, Penang Island 10300 Malaysia",2,5,1,5.4095494,100.32963
Kafe Segara,Thai,"255 Lebuh Kimberly, George Town, Penang Island 10100 Malaysia",1,5,1,5.417405,100.3310839
Hock Leong Yen Cafe,"Indian,Chinese","56, Lebuh China, Penang Island 10200 Malaysia",,5,1,5.417965,100.3397119
PBC Coffee,"Brazilian,African,Cafe","King Edward Place Lot 20 Swettenham Pier Cruise Terminal 1, George Town, Penang Island 10300 Malaysia",1,5,1,5.4141307,100.3287506
SoHo Freehouse,"Bar,Asian,British","42 Penang Road Georgetown, Penang Island Malaysia",2,3.5,13,5.4222389,100.334214
Cozy In The Rocket,"Italian,Cafe","262 & 264 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",2,3,51,5.4146672,100.3383313
Khun Nak Cuisine,Thai,"2, Lebuh Carnarvon Georgetown UNESCO Historic Site, George Town, Penang Island 10100 Malaysia",,5,1,5.4170037,100.3379775
Warung Tok Mat Mee Udang,"Asian,Malaysian,Seafood","Jalan Kecil, Tanjung Bungah, Penang Island 11202 Malaysia",,5,1,5.465118,100.2822098
8 Happiness Cafe,"Asian,Street Food,Malaysian","6, Lebuh Armenian, George Town, Penang Island 10200 Malaysia",1,,0,5.4148321,100.338075
Heavenly Gourmet,"Asian,Malaysian,Chinese","96, Lebuh Armenian, George Town, Penang Island 10200 Malaysia",,5,1,5.415804,100.3366658
Aboong,"Asian,Korean,Japanese","100 Persiaran Indah Lot 3F-09, Queensbay Mall, Bayan Lepas, Palau Pinang, George Town, Penang Island 11900 Malaysia",,4.5,2,5.4141307,100.3287506
Fryday,Japanese,,,,0,,
D'Hot Cafe Western & Roti Bakar,Southwestern,"8 Lorong Belatuk 3 Taman Bersatu, Nibong Tebal, Penang Island 14300 Malaysia",1,5,1,5.1695375,100.4881784
Passions of Spices,,,1,,0,,
Penang Bayan Tree,"Asian,Malaysian,Chinese","No.827-A,Mukim 13, Penang Island 11900 Malaysia",,5,1,5.3130725,100.2768388
Kooper,"Malaysian,Asian","64, MK13, Jalan Air Itam, Pinang George Town, Penang Island 11500 Malaysia",,5,1,5.4044185,100.2853158
Sukhothai at Queensbay Mall,Asian,,,,0,,
Komtar Coffee House,Asian,,,,0,,
Hong La Jiao Steamboat,Chinese,"190 Jalan Burma, George Town, Penang Island Malaysia",,4,4,5.4275756,100.3163756
Carrot Fish,"Asian,Fusion,Healthy","Jalan Burma New World Park, George Town, Penang Island 10050 Malaysia",1,3.5,7,5.42045,100.3269517
De Yard cafe,British,"47 Jalan Masjid Kapitan Keling, George Town, Penang Island Malaysia",,4.5,2,5.4176197,100.3384907
Beng Chin Garden Foodcourt,British,,,,0,,
GT Hotpot Restaurant,British,,,,0,,
Long Cha Guan,British,,,,0,,
Little Hanoi,Vietnamese,"337K Jalan Perak, George Town, Penang Island 11600 Malaysia",,5,1,5.4001127,100.3152138
Toon Leong Coffee Shop,"Malaysian,Asian","84, Jalan Transfer, George Town, Penang Island Malaysia",,5,1,5.4214601,100.3307789
Restaurant,"Malaysian,Asian","Near Lebuh Bishop and Lebuh Pantai, Penang Island Malaysia",,4,3,5.4178777,100.3427444
Mekong Vietnamese Cuisinne,Asian,,,,0,,
Loo Kee Chicken Rice,"Chinese,Asian,Singaporean","180, Jalan Seang Tek, George Town, Penang Island 10400 Malaysia",1,3.5,3,5.4161059,100.3211591
AURA Steak House And The Wine Bar,"Steakhouse,Bar,Seafood,French","AURA Steak House And The Wine Bar 492 Beach Street, Penang Island 10300 Malaysia",,3.5,7,5.4122726,100.3346189
Chin Noay Cafe,"Asian,Malaysian,Chinese","Prangin Mall, George Town, Penang Island Malaysia",,5,1,5.414683,100.331112
MataMata,"American,Asian,Taiwanese","275 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",1,5,1,5.4179827,100.3367722
Wok Shop Cafe by WO,Cafe,"243, Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",1,5,1,5.417205,100.3313451
Kittangi Restaurant,Indian,"103A, Penang Street, George Town, Penang Island Malaysia",,5,2,5.4163865,100.3396491
Nyonya House - McNair Restaurants,Asian,"166 Lebuh McNair, George Town, Penang Island 10300 Malaysia",2,4,5,5.4090381,100.3291017
Georgetown Sake Bar by Museum Hotel,"Japanese,Bar,Cafe","76 Jalan A.S Mansoor Museum Hotel, George Town, Penang Island 10050 Malaysia",1,5,1,5.4215504,100.3295044
Nippon Yataimura Japanese Restaurant,Japanese,"Lg-83A, Queensbay Mall, 100, Persiaran Bayan Indah, Bayan Lepas, Penang Island 69639 Malaysia",2,3.5,7,5.3326829,100.3066978
Penang Bamboo Briyani,"Asian,Malaysian,Indian","Jalan Pantai Jerjak 15, Bayan Lepas, Penang Island 11700 Malaysia",,5,1,5.3407203,100.3029579
Sri Ananda Bahwan (Pure Vegetarian),"Indian,Vegetarian Friendly","25 Lebuh Penang, George Town, Penang Island 10200 Malaysia",1,3.5,16,5.4180373,100.3408018
Naina's Roti Bakar,,,1,,0,,
Southbay Nasi Kandar,"Indian,Asian,Middle Eastern","Southbay Plaza L3A-21, Changkat Batu Maung 1, Bayan Lepas, Penang Island 11960 Malaysia",1,5,1,5.2846084,100.289281
Frank Laurent Coffee Roasters,,,1,,0,,
Noble Experiment,"American,Bar,Asian","6 & 8 LEBUH LEMBAH PERMAI 4 Tanjung Bungah, Penang Island 11200 Malaysia",1,4.5,3,5.4549018,100.2904209
RASTA Sungai Batu,Fast food,"Jalan Teluk Kumbar Sungai Batu, Teluk Kumbar, Penang Island 11920 Malaysia",,5,1,5.286131,100.2405799
Taste Cafe,International,"168A Persiaran Gurney, Penang Island 10250 Malaysia",,5,1,5.4375575,100.3106325
Mary's Tacos,International,,,,0,,
Wholly Cow,Asian,"108, Jalan Burma, George Town, Penang Island 10050 Malaysia",,5,1,5.4199913,100.3264708
Underground Food City,Asian,,,,0,,
Shuan Shuan Le Hot Pot,Asian,,,,0,,
Kapitan Tandoori House,"Asian,Malaysian,Indian","R-01-05 Persiaran Kelicap Serial Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,3,6,5.3080575,100.2586711
Arabica eSpress,Cafe,"141 139, Beach Street Heritage Food Paradise, George Town, Penang Island 10200 Malaysia",1,5,1,5.4148865,100.3391105
Y Food Box Signature,"Malaysian,Asian","63 Persiaran Gurney, George Town, Penang Island 10250 Malaysia",,5,1,5.4323587,100.3175354
Ah Gu Pan Mee,Chinese,"97, Lorong Selamat, George Town, Penang Island 10400 Malaysia",2,3.5,6,5.4172152,100.3252047
Yok Fong Cafe,,,2,,0,,
Jo Re Me,"Asian,Malaysian,European","Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",,5,1,5.477061,100.2533085
Kafe Alaf Sejahtera,"Asian,Malaysian","Kafe Alaf Sejahtera 123 Jalan Hassan Abas Teluk Bahang, Penang Island 11050 Malaysia",1,4,5,5.4574994,100.2099783
Tambun Hai,,,1,,0,,
"De Yard Cafe, Penang","Fusion,British","55 Jalan Masjid, George Town, Penang Island 10200 Malaysia",,5,2,5.4193019,100.3353826
Ikea,"Swedish,European","Bandar Cassia, Simpang Ampat, Penang Island Malaysia",,3.5,3,5.2591989,100.4411995
Draw N Go Cafe,"Italian,Mexican,Steakhouse","32, Tingkat Tembaga, Greenlane Jelutong, Penang Island 11600 Malaysia",2,3,2,5.3913211,100.3005509
NSN Kopitiam,,,2,,0,,
TRAFFIC Kitchen + Bar,"Cafe,Contemporary,Pub,Bar","368-1-1 , Bellisa Row , Jalan Burmah, Penang Island 10350 Malaysia",,5,1,5.4328209,100.30962
Forever Fresh Food Corner,"Malaysian,Asian","Prangin Mall, 3/F,, George Town, Penang Island Malaysia",,3.5,6,5.414683,100.331112
Motown Marley Cafe,Fusion,"No. 147 Jalan Masjid, George Town, Penang Island 10200 Malaysia",1,3.5,3,5.4192117,100.3354908
Coffee Garden Delights,,,1,,0,,
Azlan Tom Yam & Ikan Bakar,,,1,,0,,
The Cruises Steak House,Steakhouse,"8 Bishop Street, George Town, Penang Island Malaysia",2,3,33,5.4181129,100.3425312
Durian Haven,"Malaysian,Asian","100 Persiaran Bayan Indah Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,4,2,5.3331774,100.3066084
Amoi Restaurant,Halal,"Amoi Restaurant Amoi Restaurant No. 18 Lebuh Dickens, Penang Island 10050 Malaysia",,4,2,5.419088,100.330785
Kang Beef House,Chinese,"474 Jalan Jelutong Jelutong, Penang Island Malaysia",,4,4,5.3918111,100.3135292
Nazarani Bistro,Chinese,,,,0,,
Swensens,Fast food,"Bandaraya Georgetown, George Town, Penang Island Malaysia",,4,2,5.4053338,100.310501
Restoran Ali Selamat,Fast food,,,,0,,
The One Noodles Restaurant,"Asian,Chinese","Jalan Mayang Pasir 3 Elit Avenue, Penang Island 11950 Malaysia",,4,2,5.3222874,100.2831026
Xuan Xin Restaurant,Chinese,"2F-02, North Zone, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,3,5.3324722,100.3073227
Meena Cafe,Indian,"No. 118 Penang Street, George Town, Penang Island 10200 Malaysia",,5,1,5.4165547,100.3395892
Uptown Restaurant,Seafood,"2C Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",,4,2,5.4653673,100.2914555
Luxe18,"Chinese,Steakhouse","2-1-6 & 2-2-6 4 Tingkat Mahsuri The One Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,4.5,2,5.328345,100.28453
Crave Georgetown,"Asian,British,Pub,Indian","31 Jalan Gurdwara, George Town, Penang Island 10150 Malaysia",,5,1,5.4125472,100.3282152
Japin,"Japanese,Asian","182 Jalan Magazine No.4-15, 4TH Floor, 1ST Avenue Mall, George Town, Penang Island 10300 Malaysia",2,3,17,5.4130454,100.3311692
Caffe Hanakomichi Farlim,,,2,,0,,
Joe's Burger,"Malaysian,Asian","Joe's Burger 1228-A Jalan Paya Terubong Paya Terubong, Penang Island 11060 Malaysia",,5,1,5.3945854,100.2768047
Nibong Tebal Curry Prawn,"Seafood,Asian,Malaysian,Chinese","1047, Tanjong Berembang, Nibong Tebal, Penang Island 14310 Malaysia",,3.5,3,5.144875,100.500023
Pusako,"American,Asian,Indonesian","Lebuh Tamil, George Town, Penang Island Malaysia",1,4,4,5.4178397,100.3314598
Kwan Vegetarian Little Kitchen,Healthy,"113 Jalan Kedah, George Town, Penang Island 10050 Malaysia",,4,2,5.4192658,100.3274917
Idealite,,"Lebuh Tunku Kudin 2 Lot 1-01-05, Ground Floor, egate, Penang Island 11700 Malaysia",2,3.5,3,5.375986,100.3153234
Half Acre Restaurant,Chinese,"Jalan Sri Tanjung, Balik Pulau, Penang Island 10470 Malaysia",2,3.5,14,5.350316,100.2349501
Ke Yun Lai Kitchen,,,2,,0,,
Fo Guang Vegetarian,"Vegetarian Friendly,Asian","11 Kuantan Road Georgetown, Penang Island Malaysia",,4,2,5.4119642,100.3242347
Uncle John Kitchen and Bar,"Chinese,American,Italian","D-11, 1, Lorong Bayan Indah 2, Bay Avenue, Bayan Lepas,, Penang Island 11900 Malaysia",,3.5,2,5.336732,100.3075
Big Crab Street Food,"Japanese,Asian,Malaysian,Chinese","28 Jalan Perusahaan Jelutong 2 Fortune Park, Penang Island 11600 Malaysia",,4,1,5.3956834,100.3240731
The Boulevard,"French,British,Wine Bar","New World Park, Penang Island Malaysia",3,4,4,5.42045,100.3269517
Souper Tang,Chinese,"170 Persiaran Gurney Gurney Plaza, George Town, Penang Island 10250 Malaysia",,3.5,6,5.4380431,100.3100232
Island Problems,"Asian,Thai,Japanese Fusion,Japanese","161, Lebuh Campbell, Penang Island 10100 Malaysia",,4,1,5.4183844,100.3325411
Mama Kim Wellness Kitchen,"Asian,Healthy,Soups,Chinese","Golden View Services Apartment, Ground Floor, No 2, Jalan Pantai Molek, Tanjung Tokong, Penang Island 10470 Malaysia",,4,2,5.4451875,100.3056788
BAKRI LAKSA,"Malaysian,Asian","4, Batu 1 3, 307, Jalan Bakri, Simpang Empat Nearby Mitsubishi Motors Muar 3s Centre, Simpang Ampat, Penang Island 84000 Malaysia",,4,1,5.283528,100.4768579
Corner Club Restaurant,Chinese,"55 Gurney Drive, George Town, Penang Island Malaysia",,3.5,3,5.4387421,100.3101842
All Ban Korean Table,"Korean,Asian","Jalan Sultan Ahmad Shah Northam All Suite Hotel, George Town, Penang Island 10150 Malaysia",,5,1,5.4271776,100.3213267
262,"Cafe,Asian,Fusion","262 & 264, Beach Street, George Town, Penang Island 10300 Malaysia",1,4,1,5.4146672,100.3383313
Nak Thai Restaurant,Thai,"7, Persiaran Midlands, George Town, Penang Island 10250 Malaysia",1,4,1,5.4340588,100.3058651
Waw Deli,,"465 Jalan Burma Penang adventist hospital, George Town, Penang Island 10350 Malaysia",1,5,1,5.4322037,100.3052404
Chopper Board & 6 Cinnamon,,,1,,0,,
The Warung,Cafe,"145, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",,4,2,5.4126668,100.3374909
Mr.Flacko,Mexican,"8,Lorong Prangin, Georgetown, 10100 Pulau Pinang, George Town, Penang Island 10100 Malaysia",1,3.5,5,5.4128095,100.3345155
Gat Lebuh Presgrave Hokkien Mee Loh Mee,,"2, Gat Lebuh Presgrave, George Town, Penang Island 10300 Malaysia",1,4,1,5.4098645,100.3323509
Lau Hou Tang,"Asian,Chinese","Lot. 170-03-87/88/89 Persiaran Gurney, George Town, Penang Island 10250 Malaysia",,4,1,5.4387421,100.3101842
The Lighthouse Cafe,Chinese,,,,0,,
Cowboy Street Cafe,Chinese,"171B, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,4,1,5.4136718,100.3387269
Long Time Ago (Lamb BBQ Skewer),"Chinese,Barbecue","163D-1-01, Gurney Paragon Mall, Gurney Dr, George Town, Penang Island 10250 Malaysia",1,4,1,5.4357359,100.311185
Ye Wei,Vietnamese,"Junction of Jalan Transfer & Jalan Hutton, George Town, Penang Island Malaysia",,3.5,4,5.4200247,100.3302777
Sugar Tang,"Asian,Korean,Japanese Fusion,Chinese","205, Lebuh Carnarvon, George Town, Penang Island 10100 Malaysia",,4.5,2,5.4142121,100.3335634
Kedai Kopi Fettes Park,"Asian,Street Food,Malaysian,Chinese","No 38 Jalan Fettes, Tanjung Tokong, Penang Island 11200 Malaysia",,3.5,3,5.451984,100.3041653
Restoran Hup Kee,"Asian,Malaysian,Chinese","306H, Jalan Burma Pulau Tikus, George Town, Penang Island 10350 Malaysia",,4,1,5.4325453,100.310738
Duo Fu Noodle House,Chinese,,,,0,,
Ruyi Delights,Chinese,,,,0,,
118 Cafe,Chinese,,,,0,,
Ben Tau Vietnamese Cuisine,Vietnamese,"5 Lebuh Union, George Town, Penang Island 10200 Malaysia",,5,1,5.4183594,100.3429554
"white beach restaurant Penang, Malaysia",Vietnamese,,,,0,,
Wunderbar,Asian,"1-11 Jalan Penang, Penang Island Malaysia",,4,2,5.4145597,100.329184
Guangzhou Cake House,Chinese,"158, Lebuh Carnarvon, George Town, Penang Island 10450 Malaysia",,4,1,5.415406,100.33474
Char Ho Fun Corner,"Asian,Malaysian,Chinese","199, Lebuh Kimberley, George Town, Penang Island 10200 Malaysia",,4,1,5.416758,100.3318989
Cafe Seow Fong Lye,"Malaysian,Asian","94 Lorong Macalister George Town, Penang Island Malaysia",,4.5,2,5.4169448,100.3290393
IPPUDO,Asian,,,,0,,
Hong Kee Ramen & Dumpling,Chinese,"34 Lebuh Campbell, George Town, Penang Island 10100 Malaysia",,,0,5.4173332,100.3352524
KO.B.Q,"Korean,Asian","Jalan Tanjong Tokong 10-C-18 & 10-C-19, Precinct 10, Tanjung Tokong, Penang Island 10470 Malaysia",,3.5,2,5.4492482,100.3060331
Jetty Lok Lok,Asian,,,,0,,
New Day Porridge,"Malaysian,Asian","119 Lorong Selamat, George Town, Penang Island 10400 Malaysia",,4,1,5.4166992,100.3246881
Hong Kee Restaurant,Chinese,"64, Campbell Street,, George Town, Penang Island 10100 Malaysia",,4,1,5.4176866,100.3344601
Kimberley Street Duck Kway Chap,Asian,"10100, 97-143, Lebuh Kimberley, Penang Island Malaysia",1,3,6,5.4162356,100.3327328
"Marshall""S",,,1,,0,,
Yellow Lips Cafe & Bar,"Asian,Korean,Australian","Yellow Lips Cafe & Bar No 496 Lebuh Pantai, Penang Island 10300 Malaysia",2,3,26,5.4123038,100.3346309
Penang Original Bamboo Nasi Lemak,,,2,,0,,
Red Chef Sizzling House,,,2,,0,,
Shang Place,"Asian,Malaysian,Chinese","Jalan Sultan Azlan Blok303B-1-31, Krystal Point, Bayan Lepas, Penang Island Malaysia",,4,1,5.3319473,100.2966008
khayrat al-sham Restaurant,"Middle Eastern,Turkish","Palazzia 97 - G - 3 Jalan Bukit Gambir, Gelugor, Penang Island 11700 Malaysia",,5,1,5.3337793,100.2885261
Edgecumbe Retreat,"Healthy,Cafe","64 Jalan Edgecumbe 10250 Penang, Malaysia, George Town, Penang Island 10250 Malaysia",,4,2,5.4279605,100.3165551
Siriwan Thai Seafood Restaurant,"Thai,Seafood","1-1-31&32, Krystal Point 2, Jalan Tun Dr. Awang, Penang Island 11900 Malaysia",,3.5,4,5.3313959,100.2992423
Haagen Dazs,Cafe,"100 Persiaran Bayan Indah GF - 103 A, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,2,5.3331774,100.3066084
Mama Rumba,Indian,"No. 3A 3b, George Town, Penang Island 10000 Malaysia",,3.5,2,5.4089411,100.3259337
Cherry Blossom,"Thai,Asian","George Town, Penang Island Malaysia",,,0,5.4141307,100.3287506
3 Leg Cat Cafe,"International,Asian,Malaysian,Caf??","29-1-62, Jalan Paya Terubong The Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,4,5.332343,100.275549
Cheers 65,Chinese,"30 Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",,4,1,5.4179973,100.3349756
Ti Shen Fresh Soyabean Milk & Beancurd,"Vietnamese,Chinese","2 Lorong Delima 6, Jelutong, Penang Island 11600 Malaysia",,3.5,2,5.3826386,100.3039428
Breakfast From the Barn,,"89, Lebuh Carnarvon, George Town, Penang Island 10100 Malaysia",2,3.5,5,5.4158943,100.3355147
Hu Ji Chinese Restaurant,"Asian,Taiwanese,Chinese","Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",,4,1,5.4651804,100.2935468
Picco Polo Cafe,"European,Asian,British,Caf??","284, Beach St, Georgetown, Penang, George Town, Penang Island 10300 Malaysia",,4,8,5.4142881,100.3379565
My Place Bar & Restaurant,"Indian,Southwestern,Diner","8 Lebuh Lembah Permai 4 Permai 32, Tanjung Bungah, Penang Island 11200 Malaysia",1,3.5,2,5.4550997,100.2902772
Coffee Spell & Kitchen Cafe,Cafe,"9 Jalan Bawasah, George Town, Penang Island 10050 Malaysia",1,3.5,3,5.4216514,100.3258661
Yoshinoya,Japanese,"1 Lebuh Tunku Kudin 2, Gelugor, Penang Island 11700 Malaysia",,3.5,3,5.375986,100.3153234
Old Georgetown Cafe,Central Asian,"268 Jalan Dr Lim Chwee Leong, George Town, Penang Island 10100 Malaysia",1,4,1,5.4167432,100.3306912
Mee Penang,Indian,"Jalan Paboi Road, Simpang Ampat, Penang Island 14100 Malaysia",,4,1,5.2659144,100.4630079
Garage 56,"Southwestern,Bar,Asian","56 Love Lane George Town, Penang Island 10030 Malaysia",1,3.5,3,5.4194316,100.3367754
Indochine Cafe,"Thai,Vietnamese,Cambodian,Asian","515A Jalan Hashim, Tanjung Tokong, Penang Island 11200 Malaysia",,3,10,5.4583809,100.303487
"ZhengHe Museum, Nyonya & Chinese Restaurant",Nonya/Malaysian,"203 C Jalan Hutton, George Town, Penang Island 10050 Malaysia",,3.5,5,5.4219186,100.3269751
Francis & Alan Western Food,"American,European,Asian,Italian","222 Jalan Burma, George Town, Penang Island 10350 Malaysia",,4,1,5.4293309,100.3139863
Kota Burger,Fast food,"Jalan Tan Sri Teh Hwe Lim / Lintang Batu Lancang, George Town, Penang Island Malaysia",,5,1,5.3914584,100.3065648
Lao Si Ji Kitchen,"Malaysian,Asian","No.8, Bangkok Lane, Penang Island 10250 Malaysia",,4,1,5.4324703,100.3129611
BMS Organics Moulmein Rise Shoppes - Pulau Tikus Penang,"Asian,Malaysian","No.9 Jalan Moulmein, Moulmein Rise, Penang Island 10350 Malaysia",1,3.5,2,5.4294538,100.312365
Super Fish Noodle Box,"Chinese,Cafe,Asian","69 Jalan Magazine, George Town, Penang Island 10300 Malaysia",1,4,1,5.4123518,100.331958
Frank Laurent,Cafe,"07-16 Persiaran Gurney 170, Gurney Plaza, Penang Island 10250 Malaysia",,3.5,3,5.4380431,100.3100232
Mary's Garden Restaurant,Chinese,"Ground Floor 3A-G-7, Straits Quay Jalan Seri Tanjung Pinang, Tanjong Tokong, George Town, Penang Island Malaysia",,3.5,3,5.450422,100.307274
Eu Cuisine,"Chinese,Asian","86 Rangoon Road, Penang Island 10400 Malaysia",1,4,1,5.4172119,100.3239277
Pluz Cafe,,,1,,0,,
Song Garden Cafe,Chinese,"10-E Jalan Air Itam, Penang Island Malaysia",,4,1,5.4049174,100.2870942
Sajo Cafe,Cafe,"616-o, MK6, Penang Island 11060 Malaysia",,4,1,5.3717093,100.27754
Xiao Fei Yang,Cafe,,,,0,,
Restaurant Pin Village,Cafe,,,,0,,
Tapinluo Steamboat Restaurant,Cafe,,,,0,,
A Cup Above,,"No. 394-A Jalan Ferringhi, Batu Ferringhi, Penang Island 11000 Malaysia",1,4,1,5.474555,100.249324
Macalister Corner,,,1,,0,,
Sea Pearl Lagoon Cafe,"Chinese,Seafood,Asian","338 Mk 18 (next to tua peh kong), George Town, Penang Island 10470 Malaysia",2,3,98,5.4422025,100.2986823
Taj in the City bar,Indian,"Corner Lebah Munti and Jalan Penang, George Town, Penang Island Malaysia",,3.5,2,5.4189016,100.3317942
De Paella,Spanish,"45 47 Lorong Seck Chuan, George Town, Penang Island 10200 Malaysia",,4,1,5.4166042,100.3317436
Croisette Villa Cafe,French,"546E, Medan Tanjung Bungah Croisette Villa, Penang Island Malaysia",2,3.5,7,5.465118,100.2822098
Strada,"Mediterranean,Pizza","138 Burma Road, George Town, Penang Island Malaysia",,3.5,2,5.4222777,100.3233028
Grillhouse Tanjong Bungah,American,"Jalan Bungah Pudak, Penang Island Malaysia",,4,1,5.464032,100.294153
Nando's,"International,Portuguese,Halal","Gurney Plaza, George Town, Penang Island Malaysia",2,3,112,5.4380431,100.3100232
Stone Age,International,"11 Jalan Gemilang Bukit Mertajam, Penang Island Malaysia",,3.5,2,5.3587793,100.4396217
Tsurukame Shabu Shabu,Japanese,"Unit 3F- 23 23(A) (B), 3f, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,2,5.3130725,100.2768388
Natural Leisure Malaysia,"Malaysian,Asian","2-1-25 Tingkat Mahsuri One Square 11950 Bayan Baru, Penang Island Malaysia",,4,1,5.3275589,100.2843144
Pang Hainan Seafood Restaurant,Seafood,"501 Jalan Jati, George Town, Penang Island 11200 Malaysia",,3,11,5.4601492,100.3025392
Hsiang Yang Fast Food,Seafood,,,,0,,
Nice Kopitiam/Cafe Restaurant,Fusion,"159 Argyll Road, George Town, Penang Island 10050 Malaysia",1,3.5,2,5.4215563,100.330461
Hisago Modern Japanese Restaurant,Japanese,"3e-1-1, First Floor, South Quay, Straits Quay Jalan Seri Tanjung Pinang, Tanjung Bungah, Penang Island 11200 Malaysia",,3.5,2,5.450422,100.307274
Kedai Kopi Bee San,,"584 Jalan Air Hitam, Penang Island Malaysia",1,3.5,2,5.4079173,100.3026921
Tasty Congee & Noodle Wantun Shop,"Chinese,Asian,Cantonese","Shop L5. 01, Level 5, Gurney Paragon Mall, Persiaran Gurney, George Town, Penang Island 10250 Malaysia",2,3,21,5.4357359,100.311185
K. Sulaiman Mamak Popiah,,"Padang Brown Hawker Strip, Jalan Johor, Penang Island Malaysia",1,4,1,5.4142517,100.3169303
Super Crab Aroma Seafood Restaurant,,,1,,0,,
OFA Restaurant,"Chinese,Asian","41 Jalanwn Sultan Ahmad Shah, George Town, Penang Island Malaysia",2,3,15,5.425352,100.3243223
Carbo & Bites,Chinese,"74, Jalan Aziz Ibrahim Kampung Sungai Nibong, Penang Island 11900 Malaysia",,3.5,3,5.3387478,100.3047473
George Town Wines,"European,Mediterranean","19 Leith Street, George Town, Penang Island Malaysia",,3,3,5.4207277,100.3342454
Yik Kheng Kee Cafe,Mediterranean,,,,0,,
Homes Chef Garden Chinese Nyonya Resturant,"Nonya/Malaysian,Chinese","Jalan Burma, George Town, Penang Island 10350 Malaysia",,3,1,5.4295507,100.3135143
Hock Chuan Heong Restaurant,Chinese,,,,0,,
Cocoon Kids Cafe,"Italian,Cafe,Fusion","C-1-10, Vantage Desiran Tanjung, Jalan Desiran Tanjung, 10470 Georgetown, Pulau Pinang. Block C, 1st Floor, George Town, Penang Island 10470 Malaysia",1,3.5,2,5.3660714,100.2751846
Goodal Cafe,"Malaysian,Asian","Taman Selamat, George Town, Penang Island Malaysia",,3,1,5.430331,100.303178
Harveys,Asian,,,,0,,
Kasim Nasi Kandar,Asian,,,,0,,
Tiny Times,"Asian,Chinese","1-1-13 Elit Avenue , Jalan Mayang Pasir 3, Bayan Lepas, Penang Island 11900 Malaysia",,3,1,5.3222874,100.2831026
Rockstarz Burger,"Asian,Malaysian,American","Taman Tunas Muda Sg Ara, Bayan Lepas, Penang Island 11900 Malaysia",,3,2,5.3278518,100.2754018
